"System_Dt","Policy_No","Fund_ID","ISIN","SEDOL","Citi_Code","Fund_Name","Asset_Status_ID","Asset_Status","Fund_Curr_ID","Fund_Curr","Initial_Unit_Holding","Accumulation_Unit_Holding","Fund_Unit_Holding","First_Purchase_Dt","Last_Purchase_Dt","Initial_Price","Accumulation_Price","Nominal_Price","Price_Dt","Investment_Currency_Val","Policy_Currency_Val","Exchange_Rate","Bookcost","Policy_Currency_Book_Cost","Investment_Accrued_Interest","Policy_Accrued_Interest"
"2023-10-30","PM10013243","","LU1033663052","BJVDYY2","","Fidelity Global Dividend Fund GBP W Acc ","2","Active","8","GBP","","","10773.720000","2023-03-27","2023-03-30","","","2.3460000000","2023-10-30","25275.150000","25275.150000","1.00000","25081.230000","25081.230000000","0.000000","0.000000"
"2023-10-30","PM10013243","","IE00BL25JP72","BRCJ8M1","","Xtrackers MSCI World Momentum UCITS ETF 1C GBP","2","Active","8","GBP","","","750.000000","2023-03-27","2023-03-30","","","37.2650000000","2023-10-30","27948.750000","27948.750000","1.00000","27325.240000","27325.240000000","0.000000","0.000000"
"2023-10-30","PM10013243","","LU1459801947","BYWK760","","UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP","2","Active","8","GBP","","","1598.000000","2023-03-27","2023-03-29","","","13.8675000000","2023-10-30","22160.270000","22160.270000","1.00000","22788.620000","22788.620000000","0.000000","0.000000"
"2023-10-30","PM10013266","","LU1033663052","BJVDYY2","","Fidelity Global Dividend Fund GBP W Acc ","2","Active","8","GBP","","","18612.720000","2023-04-19","2023-04-24","","","2.3460000000","2023-10-30","43665.440000","43665.440000","1.00000","44670.520000","44670.520000000","0.000000","0.000000"
"2023-10-30","PM10013266","","IE00B50W2R13","B50W2R1","FPD9","Vanguard Global Bond Index GBP Hedged Acc","2","Active","8","GBP","","","255.950000","2023-04-19","2023-04-21","","","138.8204000000","2023-10-30","35531.080000","35531.080000","1.00000","36609.320000","36609.320000000","0.000000","0.000000"
"2023-10-30","PM10013266","","LU2502369130","9782845","","Morgan Stanley Global Quality Z GBP","2","Active","8","GBP","","","1889.948000","2023-04-19","2023-04-24","","","25.2200000000","2023-10-30","47664.490000","47664.490000","1.00000","48779.560000","48779.560000000","0.000000","0.000000"
"2023-10-30","PM10013266","","IE00BL25JM42","BRCJ8L0","","xTrackers MSCI World Value UCITS ETF GBP","2","Active","8","GBP","","","1467.000000","2023-04-19","2023-05-02","","","30.2750000000","2023-10-30","44413.430000","44413.430000","1.00000","44558.250000","44558.250000000","0.000000","0.000000"
"2023-10-30","PM10013266","","IE00BD0NC474","BD0NC47","","iShares UK Credit Bond Index Fund (IE) D Acc GBP","2","Active","8","GBP","","","5412.140000","2023-04-20","2023-04-25","","","9.5760000000","2023-10-30","51826.650000","51826.650000","1.00000","52473.920000","52473.920000000","0.000000","0.000000"
"2023-10-30","PM10013266","","LU2530218457","BQPB2Z8","","Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP","2","Active","8","GBP","","","2691.797000","2023-04-19","2023-04-24","","","10.7121000000","2023-10-30","28834.800000","28834.800000","1.00000","32406.540000","32406.540000000","0.000000","0.000000"
"2023-10-30","PM10013266","","IE00BL25JP72","BRCJ8M1","","Xtrackers MSCI World Momentum UCITS ETF 1C GBP","2","Active","8","GBP","","","1278.000000","2023-04-19","2023-04-25","","","37.2650000000","2023-10-30","47624.670000","47624.670000","1.00000","48677.040000","48677.040000000","0.000000","0.000000"
"2023-10-30","PM10013266","","LU1459801947","BYWK760","","UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP","2","Active","8","GBP","","","2859.000000","2023-04-19","2023-04-24","","","13.8675000000","2023-10-30","39647.180000","39647.180000","1.00000","40707.560000","40707.560000000","0.000000","0.000000"
"2023-10-30","PM10013266","","IE00B579F325","B4PYKC6","","Invesco Physical Gold ETC GBP LN","2","Active","8","GBP","","","131.000000","2023-04-19","2023-04-21","","","158.9550000000","2023-10-30","20823.110000","20823.110000","1.00000","20141.170000","20141.170000000","0.000000","0.000000"
"2023-10-30","PM10013266","","","DP06364","","DP06364 Lloyds Bank 1 Year Fixed GBP 6.12% 09/09/2024 PM10013266","2","Active","8","GBP","","","94923.000000","2023-09-07","","","","1.0000000000","2023-10-30","95782.660000","95782.660000","1.00000","94923.000000","94923.000000000","859.660000","859.660000"
"2023-10-30","PM10013288","","IE00BYZ8K068","BYZ8K06","","iShares Developed World ESG Screened Index Fund D Dist GBP","2","Active","8","GBP","","","1606.660000","2021-01-15","2021-01-21","","","14.9100000000","2023-10-30","23955.300000","23955.300000","1.00000","21291.440000","21291.440000000","0.000000","0.000000"
"2023-10-30","PM10013288","","GB00B3TYHH97","B3TYHH9","ACDQ","Vanguard LifeStrategy 60% Equity Fund A Acc","2","Active","8","GBP","","","196.587800","2021-01-15","2021-01-19","","","211.8212000000","2023-10-30","41641.460000","41641.460000","1.00000","42582.880000","42582.880000000","0.000000","0.000000"
"2023-10-30","PM10013288","","GB00B3ZHN960","B3ZHN96","ACDO","Vanguard LifeStrategy 40% Equity Fund A Acc","2","Active","8","GBP","","","218.923900","2021-01-15","2021-01-19","","","177.1088000000","2023-10-30","38773.350000","38773.350000","1.00000","42582.880000","42582.880000000","0.000000","0.000000"
"2023-10-30","PM10013288","","IE00B89PQM59","B89PQM5","","JO Hambro Global Opportunities Fund GBP I","2","Active","8","GBP","","","15273.630000","2021-01-14","2021-01-19","","","2.4390000000","2023-10-30","37252.380000","37252.380000","1.00000","31937.160000","31937.160000000","0.000000","0.000000"
"2023-10-30","PM10013288","","IE00B3NS4D25","B3NS4D2","","Lindsell Train Global Equity Fund B","2","Active","8","GBP","","","5054.828000","2021-01-14","2021-01-19","","","3.9420000000","2023-10-30","19926.130000","19926.130000","1.00000","21291.440000","21291.440000000","0.000000","0.000000"
"2023-10-30","PM10013372","","LU0274209237","B1WG983","","DB X Trackers MSCI Europe In","2","Active","8","GBP","","","495.000000","2023-10-23","2023-10-25","","","64.8000000000","2023-10-30","32076.000000","32076.000000","1.00000","32087.450000","32087.450000000","0.000000","0.000000"
"2023-10-30","PM10013372","","LU1809996801","BZ1MKF4","","Schroder GAIA Helix Fund Class C Acc Hedged GBP","2","Active","8","GBP","","","894.830000","2023-10-25","2023-10-30","","","108.3800000000","2023-10-30","96981.680000","96981.680000","1.00000","97331.000000","97331.000000000","0.000000","0.000000"
"2023-10-30","PM10013372","","GB00BD0B7C49","BD0B7C4","G6C7","TB Evenlode Income Fund B Acc GBP","2","Active","8","GBP","","","25429.642000","2023-10-23","2023-10-27","","","3.7627000000","2023-10-30","95684.110000","95684.110000","1.00000","96358.000000","96358.000000000","0.000000","0.000000"
"2023-10-30","PM10013372","","IE00B4L5Y983","B4L60Z9","","iShares Core MSCI World UCITS ETF USD (Acc) GBP LN","2","Active","8","GBP","","","990.000000","","","","","64.6100000000","2023-10-30","63963.900000","63963.900000","1.00000","64199.800000","64199.800000000","0.000000","0.000000"
"2023-10-30","PM10013372","","LU2502369130","9782845","","Morgan Stanley Global Quality Z GBP","2","Active","8","GBP","","","1806.444000","2023-03-07","2023-03-10","","","25.2200000000","2023-10-30","45558.520000","45558.520000","1.00000","46479.800000","46479.800000000","0.000000","0.000000"
"2023-10-30","PM10013372","","IE00BGHHDH35","BGHHDH3","","Lazard Rathmore Alternative Fund C Acc GBP Hedged","2","Active","8","GBP","","","646.562000","","","","","100.3569000000","2023-10-30","64886.960000","64886.960000","1.00000","64887.000000","64887.000000000","0.000000","0.000000"
"2023-10-30","PM10013372","","GB00BJ4KW792","BJ4KW79","","Royal London Short Duration Credit Fund M Acc","2","Active","8","GBP","","","67779.015800","2023-10-23","2023-10-26","","","1.0880000000","2023-10-30","73743.570000","73743.570000","1.00000","72998.000000","72998.000000000","0.000000","0.000000"
"2023-10-30","PM10013372","","LU1053186349","BMH4M80","KM5J","Fundsmith Equity Feeder I Acc GBP","2","Active","8","GBP","","","1320.420000","","","","","36.1597000000","2023-10-30","47745.990000","47745.990000","1.00000","48179.000000","48179.000000000","0.000000","0.000000"
"2023-10-30","PM10013372","","GB00B8XYYQ86","B8XYYQ8","","Royal London Short Term Money Market Fund A Acc","2","Active","8","GBP","","","67934.059400","","","","","1.0749700000","2023-10-30","73027.210000","73027.210000","1.00000","72998.000000","72998.000000000","0.000000","0.000000"
"2023-10-30","PM10013372","","IE00B9F5YL18","B9MSLC3","","Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF GBP","2","Active","8","GBP","","","1746.000000","","","","","18.3912500000","2023-10-30","32111.120000","32111.120000","1.00000","32105.010000","32105.010000000","0.000000","0.000000"
"2023-10-30","PM10013457","","IE00B50W2R13","B50W2R1","FPD9","Vanguard Global Bond Index GBP Hedged Acc","2","Active","8","GBP","","","391.690000","2023-03-21","2023-03-23","","","138.8204000000","2023-10-30","54374.560000","54374.560000","1.00000","56156.010000","56156.010000000","0.000000","0.000000"
"2023-10-30","PM10013457","","IE00BD0NC474","BD0NC47","","iShares UK Credit Bond Index Fund (IE) D Acc GBP","2","Active","8","GBP","","","8346.910000","2023-03-22","2023-03-27","","","9.5760000000","2023-10-30","79930.010000","79930.010000","1.00000","81328.150000","81328.150000000","0.000000","0.000000"
"2023-10-30","PM10013457","","LU1033663052","BJVDYY2","","Fidelity Global Dividend Fund GBP W Acc ","2","Active","8","GBP","","","29557.790000","2023-03-21","2023-03-24","","","2.3460000000","2023-10-30","69342.580000","69342.580000","1.00000","68869.650000","68869.650000000","0.000000","0.000000"
"2023-10-30","PM10013457","","IE00BL25JM42","BRCJ8L0","","xTrackers MSCI World Value UCITS ETF GBP","2","Active","8","GBP","","","2337.000000","2023-03-21","2023-03-27","","","30.2750000000","2023-10-30","70752.680000","70752.680000","1.00000","68847.950000","68847.950000000","0.000000","0.000000"
"2023-10-30","PM10013457","","","DP06345","","DP06345 Lloyds Bank 1 Year Fixed GBP 6.11% 02/09/2024 PM10013457","2","Active","8","GBP","","","111735.000000","2023-09-01","","","","1.0000000000","2023-10-30","112857.250000","112857.250000","1.00000","111735.000000","111735.000000000","1122.250000","1122.250000"
"2023-10-30","PM10013457","","IE00BL25JP72","BRCJ8M1","","Xtrackers MSCI World Momentum UCITS ETF 1C GBP","2","Active","8","GBP","","","2063.000000","2023-03-21","2023-03-24","","","37.2650000000","2023-10-30","76877.700000","76877.700000","1.00000","75186.200000","75186.200000000","0.000000","0.000000"
"2023-10-30","PM10013457","","LU1459801947","BYWK760","","UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP","2","Active","8","GBP","","","4416.000000","2023-03-21","2023-03-23","","","13.8675000000","2023-10-30","61238.880000","61238.880000","1.00000","62385.900000","62385.900000000","0.000000","0.000000"
"2023-10-30","PM10013457","","IE00B579F325","B4PYKC6","","Invesco Physical Gold ETC GBP LN","2","Active","8","GBP","","","201.000000","2023-03-21","2023-03-23","","","158.9550000000","2023-10-30","31949.960000","31949.960000","1.00000","31199.620000","31199.620000000","0.000000","0.000000"
"2023-10-30","PM10013457","","LU1861138961","BKTHWG1","","Amundi Index MSCI Emerging Markets ETF GBP","2","Active","8","GBP","","","892.000000","2023-03-31","2023-04-11","","","39.9400000000","2023-10-30","35626.480000","35626.480000","1.00000","37615.350000","37615.350000000","0.000000","0.000000"
"2023-10-30","PM10013457","","LU2530218457","BQPB2Z8","","Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP","2","Active","8","GBP","","","4190.762000","2023-03-21","2023-03-24","","","10.7121000000","2023-10-30","44891.860000","44891.860000","1.00000","49986.160000","49986.160000000","0.000000","0.000000"
"2023-10-30","PM10013457","","LU2502369130","9782845","","Morgan Stanley Global Quality Z GBP","2","Active","8","GBP","","","3008.786000","2023-03-21","2023-03-24","","","25.2200000000","2023-10-30","75881.580000","75881.580000","1.00000","75309.910000","75309.910000000","0.000000","0.000000"
"2023-10-30","PM10013480","","LU1775981860","BFLV578","","Invesco Sterling Bond Fund Z Acc GBP","2","Active","8","GBP","","","3043.830000","2020-02-04","2021-02-17","","","12.7997000000","2023-10-30","38960.110000","38960.110000","1.00000","41894.290000","41894.290000000","0.000000","0.000000"
"2023-10-30","PM10013480","","IE00B3NS4D25","B3NS4D2","","Lindsell Train Global Equity Fund B","2","Active","8","GBP","","","16129.658000","2020-02-04","2021-02-17","","","3.9420000000","2023-10-30","63583.110000","63583.110000","1.00000","62841.440000","62841.440000000","0.000000","0.000000"
"2023-10-30","PM10013480","","GB00B3TYHH97","B3TYHH9","ACDQ","Vanguard LifeStrategy 60% Equity Fund A Acc","2","Active","8","GBP","","","1015.979200","2020-02-05","2021-02-16","","","211.8212000000","2023-10-30","215205.930000","215205.930000","1.00000","209471.460000","209471.460000000","0.000000","0.000000"
"2023-10-30","PM10013480","","IE00B89PQM59","B89PQM5","","JO Hambro Global Opportunities Fund GBP I","2","Active","8","GBP","","","19903.681000","2020-02-04","2021-02-17","","","2.4390000000","2023-10-30","48545.080000","48545.080000","1.00000","41894.290000","41894.290000000","0.000000","0.000000"
"2023-10-30","PM10013480","","GB00B4Q5X527","B4Q5X52","LSX3","Fundsmith Equity T Acc GBP","2","Active","8","GBP","","","8443.930000","2020-02-04","2021-02-18","","","6.0015000000","2023-10-30","50676.250000","50676.250000","1.00000","41894.290000","41894.290000000","0.000000","0.000000"
"2023-10-30","PM10013816","","GB00B4PQW151","B4PQW15","","Vanguard LifeStrategy 80% Equity Fund Acc","2","Active","8","GBP","","","893.256800","2020-04-17","2020-07-14","","","251.3217000000","2023-10-30","224494.820000","224494.820000","1.00000","183405.770000","183405.770000000","0.000000","0.000000"
"2023-10-30","PM10013816","","GB00B3TYHH97","B3TYHH9","ACDQ","Vanguard LifeStrategy 60% Equity Fund A Acc","2","Active","8","GBP","","","107.052500","2020-04-17","2020-07-14","","","211.8212000000","2023-10-30","22675.990000","22675.990000","1.00000","20486.540000","20486.540000000","0.000000","0.000000"
"2023-10-30","PM10014047","","GB00B41XG308","B41XG30","ACDV","Vanguard LifeStrategy 100% Equity Fund A Acc","2","Active","8","GBP","","","245.462800","2020-05-18","2020-05-20","","","295.8601000000","2023-10-30","72622.650000","72622.650000","1.00000","53400.430000","53400.430000000","0.000000","0.000000"
"2023-10-30","PM10014047","","IE00B3NS4D25","B3NS4D2","","Lindsell Train Global Equity Fund B","2","Active","8","GBP","","","4749.272000","2020-05-14","2020-08-04","","","3.9420000000","2023-10-30","18721.630000","18721.630000","1.00000","17855.200000","17855.200000000","0.000000","0.000000"
"2023-10-30","PM10014047","","GB00B4Q5X527","B4Q5X52","LSX3","Fundsmith Equity T Acc GBP","2","Active","8","GBP","","","2457.140000","2020-05-14","2020-08-04","","","6.0015000000","2023-10-30","14746.530000","14746.530000","1.00000","11768.750000","11768.750000000","0.000000","0.000000"
"2023-10-30","PM10014047","","GB00B4PQW151","B4PQW15","","Vanguard LifeStrategy 80% Equity Fund Acc","2","Active","8","GBP","","","80.007800","2020-07-29","2020-07-31","","","251.3217000000","2023-10-30","20107.700000","20107.700000","1.00000","17219.260000","17219.260000000","0.000000","0.000000"
"2023-10-30","PM10014047","","IE00B89PQM59","B89PQM5","","JO Hambro Global Opportunities Fund GBP I","2","Active","8","GBP","","","6208.428000","2020-05-14","2020-08-04","","","2.4390000000","2023-10-30","15142.360000","15142.360000","1.00000","11760.090000","11760.090000000","0.000000","0.000000"
"2023-10-30","PM10014282","","LU1053186349","BMH4M80","KM5J","Fundsmith Equity Feeder I Acc GBP","2","Active","8","GBP","","","674.280000","2021-12-09","2021-12-15","","","36.1597000000","2023-10-30","24381.760000","24381.760000","1.00000","27147.780000","27147.780000000","0.000000","0.000000"
"2023-10-30","PM10014282","","IE00BD0NCL49","BD0NCL4","","iShares Developed World Index Fund D Acc","2","Active","8","GBP","","","3614.270000","2021-12-10","2021-12-15","","","17.1070000000","2023-10-30","61829.320000","61829.320000","1.00000","64246.490000","64246.490000000","0.000000","0.000000"
"2023-10-30","PM10014282","","IE00BGHHDH35","BGHHDH3","","Lazard Rathmore Alternative Fund C Acc GBP Hedged","2","Active","8","GBP","","","563.638000","","","","","100.3569000000","2023-10-30","56564.960000","56564.960000","1.00000","56565.000000","56565.000000000","0.000000","0.000000"
"2023-10-30","PM10014282","","LU2502369130","9782845","","Morgan Stanley Global Quality Z GBP","2","Active","8","GBP","","","1049.744000","","","","","25.2200000000","2023-10-30","26474.540000","26474.540000","1.00000","26611.000000","26611.000000000","0.000000","0.000000"
"2023-10-30","PM10014307","","IE00BD0NCL49","BD0NCL4","","iShares Developed World Index Fund D Acc","2","Active","8","GBP","","","1339.070000","2021-12-14","2021-12-17","","","17.1070000000","2023-10-30","22907.470000","22907.470000","1.00000","23419.180000","23419.180000000","0.000000","0.000000"
"2023-10-30","PM10014307","","IE00BL25JM42","BRCJ8L0","","xTrackers MSCI World Value UCITS ETF GBP","2","Active","8","GBP","","","658.000000","2021-12-13","2021-12-15","","","30.2750000000","2023-10-30","19920.950000","19920.950000","1.00000","18871.950000","18871.950000000","0.000000","0.000000"
"2023-10-30","PM10014307","","IE00BL25JP72","BRCJ8M1","","Xtrackers MSCI World Momentum UCITS ETF 1C GBP","2","Active","8","GBP","","","575.000000","2021-12-13","2021-12-16","","","37.2650000000","2023-10-30","21427.380000","21427.380000","1.00000","24589.630000","24589.630000000","0.000000","0.000000"
"2023-10-30","PM10014307","","LU2502369130","9782845","","Morgan Stanley Global Quality Z GBP","2","Active","8","GBP","","","758.450000","2023-02-28","2023-03-03","","","25.2200000000","2023-10-30","19128.110000","19128.110000","1.00000","18862.660000","18862.660000000","0.000000","0.000000"
"2023-10-30","PM10014307","","IE00BL25JN58","BRCJ8N2","","Xtrackers MSCI World Minimum Volatility UCITS ETF GBP","2","Active","8","GBP","","","556.000000","2021-12-13","2021-12-15","","","30.1900000000","2023-10-30","16785.640000","16785.640000","1.00000","16873.830000","16873.830000000","0.000000","0.000000"
"2023-10-30","PM10014307","","LU2530218457","BQPB2Z8","","Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP","2","Active","8","GBP","","","1482.375000","2022-11-29","2023-02-24","","","10.7121000000","2023-10-30","15879.350000","15879.350000","1.00000","23631.880000","23631.880000000","0.000000","0.000000"
"2023-10-30","PM10014307","","LU1861138961","BKTHWG1","","Amundi Index MSCI Emerging Markets ETF GBP","2","Active","8","GBP","","","370.000000","2023-03-16","2023-03-16","","","39.9400000000","2023-10-30","14777.800000","14777.800000","1.00000","15709.340000","15709.340000000","0.000000","0.000000"
"2023-10-30","PM10014307","","LU1033663052","BJVDYY2","","Fidelity Global Dividend Fund GBP W Acc ","2","Active","8","GBP","","","6632.610000","2021-12-13","2021-12-16","","","2.3460000000","2023-10-30","15560.100000","15560.100000","1.00000","15062.660000","15062.660000000","0.000000","0.000000"
"2023-10-30","PM10014337","","LU0274209237","B1WG983","","DB X Trackers MSCI Europe In","2","Active","8","GBP","","","586.000000","2023-10-11","2023-10-13","","","64.8000000000","2023-10-30","37972.800000","37972.800000","1.00000","39363.780000","39363.780000000","0.000000","0.000000"
"2023-10-30","PM10014337","","GB00B8XYYQ86","B8XYYQ8","","Royal London Short Term Money Market Fund A Acc","2","Active","8","GBP","","","28438.271500","2023-10-18","2023-10-20","","","1.0749700000","2023-10-30","30570.350000","30570.350000","1.00000","30516.000000","30516.000000000","0.000000","0.000000"
"2023-10-30","PM10014337","","IE00B4L5Y983","B4L60Z9","","iShares Core MSCI World UCITS ETF USD (Acc) GBP LN","2","Active","8","GBP","","","1169.000000","2023-10-16","2023-10-18","","","64.6100000000","2023-10-30","75529.090000","75529.090000","1.00000","78704.860000","78704.860000000","0.000000","0.000000"
"2023-10-30","PM10014337","","IE00BGHHDH35","BGHHDH3","","Lazard Rathmore Alternative Fund C Acc GBP Hedged","2","Active","8","GBP","","","544.033000","2023-10-17","2023-10-20","","","100.3569000000","2023-10-30","54597.470000","54597.470000","1.00000","54928.000000","54928.000000000","0.000000","0.000000"
"2023-10-30","PM10014337","","GB00BJ4KW792","BJ4KW79","","Royal London Short Duration Credit Fund M Acc","2","Active","8","GBP","","","28125.345700","2023-10-17","2023-10-20","","","1.0880000000","2023-10-30","30600.380000","30600.380000","1.00000","30516.000000","30516.000000000","0.000000","0.000000"
"2023-10-30","PM10014337","","IE00B9F5YL18","B9MSLC3","","Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF GBP","2","Active","8","GBP","","","2059.000000","2023-10-17","2023-10-19","","","18.3912500000","2023-10-30","37867.580000","37867.580000","1.00000","39350.080000","39350.080000000","0.000000","0.000000"
"2023-10-30","PM10014337","","LU1809996801","BZ1MKF4","","Schroder GAIA Helix Fund Class C Acc Hedged GBP","2","Active","8","GBP","","","759.520000","2023-10-13","2023-10-18","","","108.3800000000","2023-10-30","82316.780000","82316.780000","1.00000","82393.000000","82393.000000000","0.000000","0.000000"
"2023-10-30","PM10014337","","LU2502369130","9782845","","Morgan Stanley Global Quality Z GBP","2","Active","8","GBP","","","2242.613000","2023-10-17","2023-10-20","","","25.2200000000","2023-10-30","56558.700000","56558.700000","1.00000","59048.000000","59048.000000000","0.000000","0.000000"
"2023-10-30","PM10014337","","GB00BD0B7C49","BD0B7C4","G6C7","TB Evenlode Income Fund B Acc GBP","2","Active","8","GBP","","","30186.080000","2023-10-11","2023-10-17","","","3.7627000000","2023-10-30","113581.160000","113581.160000","1.00000","118097.000000","118097.000000000","0.000000","0.000000"
"2023-10-30","PM10014337","","LU1053186349","BMH4M80","KM5J","Fundsmith Equity Feeder I Acc GBP","2","Active","8","GBP","","","1587.220000","2021-12-27","2021-12-31","","","36.1597000000","2023-10-30","57393.400000","57393.400000","1.00000","63440.970000","63440.970000000","0.000000","0.000000"
"2023-10-30","PM10014607","","LU0827890491","B8KMZ39","","BlackRock Global Funds - World Tech D2 GBP","2","Active","8","GBP","","","388.330000","2021-03-10","2021-03-15","","","54.0500000000","2023-10-30","20989.240000","20989.240000","1.00000","23381.620000","23381.620000000","0.000000","0.000000"
"2023-10-30","PM10014607","","GB00B41XG308","B41XG30","ACDV","Vanguard LifeStrategy 100% Equity Fund A Acc","2","Active","8","GBP","","","313.558700","2021-03-10","2021-03-12","","","295.8601000000","2023-10-30","92769.510000","92769.510000","1.00000","81835.670000","81835.670000000","0.000000","0.000000"
"2023-10-30","PM10014607","","IE00B3NS4D25","B3NS4D2","","Lindsell Train Global Equity Fund B","2","Active","8","GBP","","","8557.591000","2021-03-10","2021-03-15","","","3.9420000000","2023-10-30","33734.020000","33734.020000","1.00000","35072.430000","35072.430000000","0.000000","0.000000"
"2023-10-30","PM10014607","","IE00B4L5Y983","B4L60Z9","","iShares Core MSCI World UCITS ETF USD (Acc) GBP LN","2","Active","8","GBP","","","645.000000","2021-03-10","2021-03-16","","","64.6100000000","2023-10-30","41673.450000","41673.450000","1.00000","35025.990000","35025.990000000","0.000000","0.000000"
"2023-10-30","PM10014686","","LU2502369130","9782845","","Morgan Stanley Global Quality Z GBP","2","Active","8","GBP","","","1698.518000","2023-04-21","2023-04-26","","","25.2200000000","2023-10-30","42836.620000","42836.620000","1.00000","44280.360000","44280.360000000","0.000000","0.000000"
"2023-10-30","PM10014686","","LU2530218457","BQPB2Z8","","Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP","2","Active","8","GBP","","","1848.648000","2022-11-29","2023-04-19","","","10.7121000000","2023-10-30","19802.900000","19802.900000","1.00000","22467.340000","22467.340000000","0.000000","0.000000"
"2023-10-30","PM10014686","","LU1861138961","BKTHWG1","","Amundi Index MSCI Emerging Markets ETF GBP","2","Active","8","GBP","","","529.000000","2023-03-16","2023-04-21","","","39.9400000000","2023-10-30","21128.260000","21128.260000","1.00000","22781.790000","22781.790000000","0.000000","0.000000"
"2023-10-30","PM10014686","","LU1033663052","BJVDYY2","","Fidelity Global Dividend Fund GBP W Acc ","2","Active","8","GBP","","","16803.530000","2022-05-03","2023-04-24","","","2.3460000000","2023-10-30","39421.080000","39421.080000","1.00000","39403.380000","39403.380000000","0.000000","0.000000"
"2023-10-30","PM10014686","","IE00BL25JM42","BRCJ8L0","","xTrackers MSCI World Value UCITS ETF GBP","2","Active","8","GBP","","","1327.000000","2022-05-03","2023-05-02","","","30.2750000000","2023-10-30","40174.930000","40174.930000","1.00000","39589.520000","39589.520000000","0.000000","0.000000"
"2023-10-30","PM10014686","","IE00BL25JP72","BRCJ8M1","","Xtrackers MSCI World Momentum UCITS ETF 1C GBP","2","Active","8","GBP","","","831.000000","2022-05-03","2023-04-21","","","37.2650000000","2023-10-30","30967.220000","30967.220000","1.00000","31596.930000","31596.930000000","0.000000","0.000000"
"2023-10-30","PM10014686","","IE00B50W2R13","B50W2R1","FPD9","Vanguard Global Bond Index GBP Hedged Acc","2","Active","8","GBP","","","309.380000","2022-05-04","2023-04-21","","","138.8204000000","2023-10-30","42948.260000","42948.260000","1.00000","44709.830000","44709.830000000","0.000000","0.000000"
"2023-10-30","PM10014686","","IE0005042456","0504245","BV59","iShares Core FTSE 100 UCITS ETF GBP (Dist) GBP LN","2","Active","8","GBP","","","5120.000000","2023-04-21","2023-04-25","","","7.1590000000","2023-10-30","36654.080000","36654.080000","1.00000","39845.570000","39845.570000000","0.000000","0.000000"
"2023-10-30","PM10014686","","IE00B579F325","B4PYKC6","","Invesco Physical Gold ETC GBP LN","2","Active","8","GBP","","","141.000000","2022-05-03","2023-04-18","","","158.9550000000","2023-10-30","22412.660000","22412.660000","1.00000","21548.540000","21548.540000000","0.000000","0.000000"
"2023-10-30","PM10014686","","IE00BD0NC474","BD0NC47","","iShares UK Credit Bond Index Fund (IE) D Acc GBP","2","Active","8","GBP","","","4555.560000","2022-05-04","2023-04-25","","","9.5760000000","2023-10-30","43624.040000","43624.040000","1.00000","45584.430000","45584.430000000","0.000000","0.000000"
"2023-10-30","PM10014686","","IE00B95W7137","B95W713","","Vanguard UK Short-Term Investment Grade Bond Index Fund","2","Active","8","GBP","","","565.950000","2023-04-20","2023-04-24","","","94.4660000000","2023-10-30","53463.030000","53463.030000","1.00000","53136.430000","53136.430000000","0.000000","0.000000"
"2023-10-30","PM10014838","","LU1053186349","BMH4M80","KM5J","Fundsmith Equity Feeder I Acc GBP","2","Active","8","GBP","","","958.140000","2022-01-11","2022-01-17","","","36.1597000000","2023-10-30","34646.050000","34646.050000","1.00000","36323.810000","36323.810000000","0.000000","0.000000"
"2023-10-30","PM10014838","","LU2530218457","BQPB2Z8","","Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP","2","Active","8","GBP","","","1697.720000","2022-11-29","2022-11-29","","","10.7121000000","2023-10-30","18186.150000","18186.150000","1.00000","25945.580000","25945.580000000","0.000000","0.000000"
"2023-10-30","PM10014838","","IE00B50W2R13","B50W2R1","FPD9","Vanguard Global Bond Index GBP Hedged Acc","2","Active","8","GBP","","","128.850000","2022-01-11","2022-01-13","","","138.8204000000","2023-10-30","17887.010000","17887.010000","1.00000","20756.460000","20756.460000000","0.000000","0.000000"
"2023-10-30","PM10014838","","IE00BL25JM42","BRCJ8L0","","xTrackers MSCI World Value UCITS ETF GBP","2","Active","8","GBP","","","1222.000000","2022-01-11","2022-01-13","","","30.2750000000","2023-10-30","36996.050000","36996.050000","1.00000","36318.600000","36318.600000000","0.000000","0.000000"
"2023-10-30","PM10014838","","IE00BD0NCL49","BD0NCL4","","iShares Developed World Index Fund D Acc","2","Active","8","GBP","","","2245.890000","2022-01-12","2022-01-18","","","17.1070000000","2023-10-30","38420.440000","38420.440000","1.00000","38918.370000","38918.370000000","0.000000","0.000000"
"2023-10-30","PM10014838","","LU1033663052","BJVDYY2","","Fidelity Global Dividend Fund GBP W Acc ","2","Active","8","GBP","","","13649.580000","2022-01-11","2022-01-14","","","2.3460000000","2023-10-30","32021.910000","32021.910000","1.00000","31134.700000","31134.700000000","0.000000","0.000000"
